CD ST-HENRI VILLE-EMARD,81213,"EOP",2012/03/28,,"Virement - AccesD Internet","",1313.2,"","","","","",,ReconstructedFromGnuCash,Payroll:Employee1
CD ST-HENRI VILLE-EMARD,81211,"EOP",2012/03/31,,"Frais fixes d'utilisation","",4.95,"","","","","",,ReconstructedFromGnuCash,
