"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$35.97":"":"35.97":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$35.97":"":"-35.97":"":"1.00":""
"2011-09-22":"Startup Costs":"6022":"Metro":"Launch Party 0.5 cheese":"":"Business start-up costs":"T":"":"C":"-C$36.43":"":"-36.43":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$36.43":"":"36.43":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$36.43":"":"-36.43":"":"1.00":""
"2011-10-05":"Startup Costs":"377036":"Syntenic":"Rent":"":"Business start-up costs":"T":"":"C":"-C$398.74":"":"-398.74":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$398.74":"":"398.74":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$398.74":"":"-398.74":"":"1.00":""
"2011-10-16":"Startup Costs":"6010":"PayPal -Academy of Aphasia":"Conference registration":"":"Business start-up costs":"T":"":"C":"-C$260.14":"":"-260.14":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$260.14":"":"260.14":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$260.14":"":"-260.14":"":"1.00":""
"2011-10-28":"Startup Costs":"6010":"Budget Car Rental":"Vehicule for Nels Conference":"":"Business start-up costs":"T":"":"C":"-C$170.16":"":"-170.16":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$170.16":"":"170.16":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$170.16":"":"-170.16":"":"1.00":""
"2011-11-01":"Startup Costs":"Employee1 Employee1":"ETAP":"Etap conference fees":"":"Business start-up costs":"T":"":"C":"-C$60.00":"":"-60.00":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$60.00":"":"60.00":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$60.00":"":"-60.00":"":"1.00":""
"2011-11-04":"Startup Costs":"Employee1 Employee1":"Copie express":"unsure what it is but it was during nels, itmight have been printing the inuktitut BAT for me and diana":"":"Business start-up costs":"T":"":"C":"-C$30.51":"":"-30.51":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$30.51":"":"30.51":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$30.51":"":"-30.51":"":"1.00":""
"2011-11-04":"Startup Costs":"6010":"Domains at cost":"":"":"Business start-up costs":"T":"":"C":"-C$13.60":"":"-13.60":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$13.60":"":"13.60":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$13.60":"":"-13.60":"":"1.00":""
"2011-11-04":"Startup Costs":"6010":"PayPal-Nels":"Nels conference fees":"":"Business start-up costs":"T":"":"C":"-C$140.00":"":"-140.00":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$140.00":"":"140.00":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$140.00":"":"-140.00":"":"1.00":""
"2011-11-10":"Startup Costs":"Employee1 Employee1":"MAC'S GAS #1282":"nels gas":"":"Business start-up costs":"T":"":"C":"-C$51.04":"":"-51.04":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$51.04":"":"51.04":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$51.04":"":"-51.04":"":"1.00":""
"2011-11-13":"Startup Costs":"Employee1 Employee1":"Feulco #01172":"nels gas":"":"Business start-up costs":"T":"":"C":"-C$43.79":"":"-43.79":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$43.79":"":"43.79":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$43.79":"":"-43.79":"":"1.00":""
"2011-11-13":"Startup Costs":"Employee1 Employee1":"SHELL 1450 WOODLAND":"nels gas":"":"Business start-up costs":"T":"":"C":"-C$33.73":"":"-33.73":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$33.73":"":"33.73":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$33.73":"":"-33.73":"":"1.00":""
"2011-11-17":"Startup Costs":"6010":"PAYPAL *JBRUN":"Montreal Ouverte hackathon":"":"Business start-up costs":"T":"":"C":"-C$31.74":"":"-31.74":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$31.74":"":"31.74":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$31.74":"":"-31.74":"":"1.00":""
