"Date":"Account Name":"Number":"Description":"Notes":"Memo":"Category":"Type":"Action":"Reconcile":"To With Sym":"From With Sym":"To Num.":"From Num.":"To Rate/Price":"From Rate/Price"
"2011-07-13":"Startup Costs":"6010":"Click Imprimerie":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$11.39":"":"-11.39":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$11.39":"":"11.39":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$11.39":"":"-11.39":"":"1.00":""
"2011-09-04":"Startup Costs":"6010":"Domains at cost":"":"":"Business start-up costs":"T":"":"C":"-C$31.40":"":"-31.40":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$31.40":"":"31.40":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$31.40":"":"-31.40":"":"1.00":""
"2011-09-09":"Startup Costs":"377036":"Syntenic":"Rent":"":"Business start-up costs":"T":"":"C":"-C$265.82":"":"-265.82":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$265.82":"":"265.82":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$265.82":"":"-265.82":"":"1.00":""
"2011-09-11":"Startup Costs":"Employee1 Employee1":"PolyCopie":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$68.34":"":"-68.34":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$68.34":"":"68.34":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$68.34":"":"-68.34":"":"1.00":""
"2011-09-12":"Startup Costs":"6022":"Click Imprimerie":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$11.39":"":"-11.39":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$11.39":"":"11.39":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$11.39":"":"-11.39":"":"1.00":""
"2011-09-18":"Startup Costs":"Employee1 Employee1":"Centre d'affaires Core":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$3.18":"":"-3.18":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$3.18":"":"3.18":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$3.18":"":"-3.18":"":"1.00":""
"2011-09-18":"Startup Costs":"6010":"Loblaws":"Launch Party 0.5 cheese":"":"Business start-up costs":"T":"":"C":"-C$41.83":"":"-41.83":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$41.83":"":"41.83":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$41.83":"":"-41.83":"":"1.00":""
"2011-09-18":"Startup Costs":"6010":"SAQ":"Launch Party 0.5 wine":"":"Business start-up costs":"T":"":"C":"-C$308.73":"":"-308.73":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$308.73":"":"308.73":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$308.73":"":"-308.73":"":"1.00":""
"2011-09-19":"Startup Costs":"Employee1 Employee1":"Centre d'affaires Core":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$1.37":"":"-1.37":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$1.37":"":"1.37":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$1.37":"":"-1.37":"":"1.00":""
"2011-09-20":"Startup Costs":"Employee1 Employee1":"Hiskako Employee2":"Pay":"":"Business start-up costs":"T":"":"C":"-C$80.00":"":"-80.00":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$80.00":"":"80.00":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$80.00":"":"-80.00":"":"1.00":""
"2011-09-21":"Startup Costs":"6022":"Ikea":"Launch Party 0.5 wine glasses":"":"Business start-up costs":"T":"":"C":"-C$37.52":"":"-37.52":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$37.52":"":"37.52":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$37.52":"":"-37.52":"":"1.00":""
"2011-09-22":"Startup Costs":"Employee1 Employee1":"Click Imprimerie":"Publicity":"":"Business start-up costs":"T":"":"C":"-C$20.00":"":"-20.00":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$20.00":"":"20.00":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$20.00":"":"-20.00":"":"1.00":""
"2011-09-22":"Startup Costs":"Employee1 Employee1":"Dollarama":"Office Supplies":"":"Business start-up costs":"T":"":"C":"-C$10.83":"":"-10.83":"":"":""
"":"":"":"":"":"":"Business start-up costs":"S":"":"C":"":"C$10.83":"":"10.83":"":"1.00"
"":"":"":"":"":"":"Startup Costs":"S":"":"C":"-C$10.83":"":"-10.83":"":"1.00":""
"2011-09-22":"Startup Costs":"6010":"Les Fromages du Paradis":"Launch Party 0.5 cheese":"":"Business start-up costs":"T":"":"C":"-C$35.97":"":"-35.97":"":"":""
