
"Quartier de St-Henri","0081211","EOP","2012/04/30",00001,"Frais fixes d'utilisation","",4.95,"","","","","",17708.07
"Quartier de St-Henri","0081211","EOP","2012/05/02",00002,"Chèque",5,1379.62,"","","","","",16328.45
"Quartier de St-Henri","0081211","EOP","2012/05/03",00003,"Remise gouvernementale/Retenue à la source Qc.","",639.88,"","","","","",15688.57
"Quartier de St-Henri","0081211","EOP","2012/05/03",00004,"Remise gouvernementale/Retenue à la source féd.","",316.68,"","","","","",15371.89
"Quartier de St-Henri","0081211","EOP","2012/05/09",00005,"Virement - AccèsD Internet","",1352.83,"","","","","",14019.06
"Quartier de St-Henri","0081211","EOP","2012/05/14",00006,"Chèque",6,1379.62,"","","","","",12639.44
"Quartier de St-Henri","0081211","EOP","2012/05/24",00007,"Chèque",7,1379.62,"","","","","",11259.82
