"Date";"Account Name";"Number";"Description";"Notes";"Memo";"Category";"Type";"Action";"Reconcile";"To With Sym";"From With Sym";"To Num.";"From Num.";"To Rate/Price";"From Rate/Price"
"2012-06-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-07-03";"Cash and Deposit";"";"Gestion Immobiliere Quo Vadis";"";"";"Rent";"T";"";"N";"-C$2,069.55";"";"-2,069.55";"";"";""
"";"";"";"";"";"";"Rent";"S";"";"N";"";"C$2,069.55";"";"2,069.55";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,069.55";"";"-2,069.55";"";"1.00";""
"2012-07-09";"Cash and Deposit";"";"PMT Theressa";"";"";"Theressa Dering";"T";"";"N";"-C$1,379.62";"";"-1,379.62";"";"";""
"";"";"";"";"";"";"Theressa Dering";"S";"";"N";"";"C$1,379.62";"";"1,379.62";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,379.62";"";"-1,379.62";"";"1.00";""
"2012-07-09";"Cash and Deposit";"";"PMT Employee1 (Transfert)";"";"";"Employee1 Employee1";"T";"";"N";"-C$676.41";"";"-676.41";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$676.41";"";"676.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$676.41";"";"-676.41";"";"1.00";""
"2012-07-09";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$633.36";"";"-633.36";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$633.36";"";"633.36";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$633.36";"";"-633.36";"";"1.00";""
"2012-07-09";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$1,279.76";"";"-1,279.76";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$1,279.76";"";"1,279.76";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,279.76";"";"-1,279.76";"";"1.00";""
"2012-07-16";"Cash and Deposit";"";"PMT Theressa by INGDirect";"";"";"Theressa Dering";"T";"";"N";"-C$1,379.62";"";"-1,379.62";"";"";""
"";"";"";"";"";"";"Theressa Dering";"S";"";"N";"";"C$1,379.62";"";"1,379.62";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,379.62";"";"-1,379.62";"";"1.00";""
"2012-07-16";"Cash and Deposit";"";"Investment Employee3";"";"";"2-Owners investment";"T";"";"N";"C$500.00";"";"500.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$500.00";"";"500.00";"";"1.00";""
"";"";"";"";"";"";"2-Owners investment";"S";"";"N";"";"-C$500.00";"";"-500.00";"";"1.00"
"2012-07-23";"Cash and Deposit";"313";"BREMOVED invoice #313 and #314";"";"";"McGill BREMOVED";"T";"";"N";"C$2,250.01";"";"2,250.01";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$2,250.01";"";"2,250.01";"";"1.00";""
"";"";"";"";"";"";"McGill BREMOVED";"S";"";"N";"";"-C$2,250.01";"";"-2,250.01";"";"1.00"
"2012-07-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-08-01";"Cash and Deposit";"";"PMT Theressa by INGDirect";"";"";"Theressa Dering";"T";"";"N";"-C$1,379.62";"";"-1,379.62";"";"";""
"";"";"";"";"";"";"Theressa Dering";"S";"";"N";"";"C$1,379.62";"";"1,379.62";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,379.62";"";"-1,379.62";"";"1.00";""
"2012-08-01";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$503.78";"";"-503.78";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$503.78";"";"503.78";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$503.78";"";"-503.78";"";"1.00";""
"2012-08-01";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$997.72";"";"-997.72";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$997.72";"";"997.72";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$997.72";"";"-997.72";"";"1.00";""
"2012-08-01";"Cash and Deposit";"";"Investment Employee3";"";"";"2-Owners investment";"T";"";"N";"C$500.00";"";"500.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$500.00";"";"500.00";"";"1.00";""
"";"";"";"";"";"";"2-Owners investment";"S";"";"N";"";"-C$500.00";"";"-500.00";"";"1.00"
"2012-08-07";"Cash and Deposit";"310";"CREMOVED Invoice #310";"";"";"McGill CREMOVED";"T";"";"N";"C$750.01";"";"750.01";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$750.01";"";"750.01";"";"1.00";""
"";"";"";"";"";"";"McGill CREMOVED";"S";"";"N";"";"-C$750.01";"";"-750.01";"";"1.00"
"2012-08-14";"Cash and Deposit";"";"Dr RREMOVED Invoice 318";"";"";"McGill RREMOVED";"T";"";"N";"C$2,874.38";"";"2,874.38";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$2,874.38";"";"2,874.38";"";"1.00";""
"";"";"";"";"";"";"McGill RREMOVED";"S";"";"N";"";"-C$2,874.38";"";"-2,874.38";"";"1.00"
"2012-08-28";"Cash and Deposit";"311";"CREMOVED Invoice #311";"";"";"McGill CREMOVED";"T";"";"N";"C$750.00";"";"750.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$750.00";"";"750.00";"";"1.00";""
"";"";"";"";"";"";"McGill CREMOVED";"S";"";"N";"";"-C$750.00";"";"-750.00";"";"1.00"
"2012-08-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-09-07";"Cash and Deposit";"";"WREMOVED Invoice 315";"";"";"McGill WREMOVED";"T";"";"N";"C$1,500.00";"";"1,500.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$1,500.00";"";"1,500.00";"";"1.00";""
"";"";"";"";"";"";"McGill WREMOVED";"S";"";"N";"";"-C$1,500.00";"";"-1,500.00";"";"1.00"
"2012-09-13";"Cash and Deposit";"";"WREMOVED Invoice Complete";"";"";"McGill WREMOVED";"T";"";"N";"C$750.00";"";"750.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$750.00";"";"750.00";"";"1.00";""
"";"";"";"";"";"";"McGill WREMOVED";"S";"";"N";"";"-C$750.00";"";"-750.00";"";"1.00"
"2012-09-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-10-09";"Cash and Deposit";"";"Gestion Immobiliere Quo Vadis";"";"";"Rent";"T";"";"N";"-C$2,069.55";"";"-2,069.55";"";"";""
"";"";"";"";"";"";"Rent";"S";"";"N";"";"C$2,069.55";"";"2,069.55";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,069.55";"";"-2,069.55";"";"1.00";""
"2012-10-26";"Cash and Deposit";"";"Dr TREMOVED Invoice Full";"";"";"McGill TREMOVED";"T";"";"N";"C$3,000.00";"";"3,000.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$3,000.00";"";"3,000.00";"";"1.00";""
"";"";"";"";"";"";"McGill TREMOVED";"S";"";"N";"";"-C$3,000.00";"";"-3,000.00";"";"1.00"
"2012-10-30";"Cash and Deposit";"322";"PMT WSX #322";"";"";"WSX";"T";"";"N";"C$6,610.13";"";"6,610.13";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$6,610.13";"";"6,610.13";"";"1.00";""
"";"";"";"";"";"";"WSX";"S";"";"N";"";"-C$6,610.13";"";"-6,610.13";"";"1.00"
"2012-10-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-11-09";"Cash and Deposit";"";"Ordering Check";"";"";"Bank Service Charge";"T";"";"N";"-C$145.62";"";"-145.62";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$145.62";"";"145.62";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$145.62";"";"-145.62";"";"1.00";""
"2012-11-15";"Cash and Deposit";"1";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$4,259.94";"";"-4,259.94";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$4,259.94";"";"4,259.94";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4,259.94";"";"-4,259.94";"";"1.00";""
"2012-11-15";"Cash and Deposit";"3";"PMT Employee11 Employee11 Check";"";"";"Employee11 Employee11";"T";"";"N";"-C$776.98";"";"-776.98";"";"";""
"";"";"";"";"";"";"Employee11 Employee11";"S";"";"N";"";"C$776.98";"";"776.98";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$776.98";"";"-776.98";"";"1.00";""
"2012-11-15";"Cash and Deposit";"8";"PMT Contract Dr.Cathcard";"";"";"Other";"T";"";"N";"-C$5,000.00";"";"-5,000.00";"";"";""
"";"";"";"";"";"";"Other";"S";"";"N";"";"C$5,000.00";"";"5,000.00";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$5,000.00";"";"-5,000.00";"";"1.00";""
"2012-11-19";"Cash and Deposit";"323";"PMT WSX #323";"";"";"WSX";"T";"";"N";"C$8,965.00";"";"8,965.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$8,965.00";"";"8,965.00";"";"1.00";""
"";"";"";"";"";"";"WSX";"S";"";"N";"";"-C$8,965.00";"";"-8,965.00";"";"1.00"
"2012-11-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-11-30";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$1.25";"";"-1.25";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$1.25";"";"1.25";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1.25";"";"-1.25";"";"1.00";""
"2012-11-30";"Cash and Deposit";"TPS";"Reserve TPS 2012-06 a 2012-09";"";"";"Accounts Payable";"T";"";"N";"-C$397.65";"";"-397.65";"";"";""
"";"";"";"";"";"Paiement of TPS";"Accounts Payable";"S";"";"N";"";"C$397.65";"";"397.65";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$397.65";"";"-397.65";"";"1.00";""
"2012-11-30";"Cash and Deposit";"TVQ";"Reserve TVQ 2012-06 a 2012-09";"";"";"Accounts Payable";"T";"";"N";"-C$199.31";"";"-199.31";"";"";""
"";"";"";"";"";"PMT to Gouv";"Accounts Payable";"S";"";"N";"";"C$199.31";"";"199.31";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$199.31";"";"-199.31";"";"1.00";""
"2012-11-30";"Cash and Deposit";"4";"PMT Employee11 Employee11 Check";"";"";"Employee11 Employee11";"T";"";"N";"-C$984.65";"";"-984.65";"";"";""
"";"";"";"";"";"";"Employee11 Employee11";"S";"";"N";"";"C$984.65";"";"984.65";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$984.65";"";"-984.65";"";"1.00";""
"2012-11-30";"Cash and Deposit";"5";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$1,198.20";"";"-1,198.20";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$1,198.20";"";"1,198.20";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,198.20";"";"-1,198.20";"";"1.00";""
"2012-12-12";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$2,758.33";"";"-2,758.33";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$2,758.33";"";"2,758.33";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,758.33";"";"-2,758.33";"";"1.00";""
"2012-12-12";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$1,013.72";"";"-1,013.72";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$1,013.72";"";"1,013.72";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,013.72";"";"-1,013.72";"";"1.00";""
"2012-12-14";"Cash and Deposit";"8";"PMT Employee11 Employee11 Check";"";"";"Employee11 Employee11";"T";"";"N";"-C$1,157.05";"";"-1,157.05";"";"";""
"";"";"";"";"";"";"Employee11 Employee11";"S";"";"N";"";"C$1,157.05";"";"1,157.05";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,157.05";"";"-1,157.05";"";"1.00";""
"2012-12-24";"Cash and Deposit";"6";"PMT Employee2 (Check)";"";"";"Employee2 Employee2";"T";"";"N";"-C$676.41";"";"-676.41";"";"";""
"";"";"";"";"";"";"Employee2 Employee2";"S";"";"N";"";"C$676.41";"";"676.41";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$676.41";"";"-676.41";"";"1.00";""
"2012-12-28";"Cash and Deposit";"";"PMT Employee1 (Transfert)";"";"";"Employee1 Employee1";"T";"";"N";"-C$9,585.60";"";"-9,585.60";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$9,585.60";"";"9,585.60";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$9,585.60";"";"-9,585.60";"";"1.00";""
"2012-12-28";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$5,342.14";"";"-5,342.14";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$5,342.14";"";"5,342.14";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$5,342.14";"";"-5,342.14";"";"1.00";""
"2012-12-28";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$2,152.86";"";"-2,152.86";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$2,152.86";"";"2,152.86";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,152.86";"";"-2,152.86";"";"1.00";""
"2012-12-28";"Cash and Deposit";"";"Investment Employee3";"";"";"2-Owners investment";"T";"";"N";"C$17,000.00";"";"17,000.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$17,000.00";"";"17,000.00";"";"1.00";""
"";"";"";"";"";"";"2-Owners investment";"S";"";"N";"";"-C$17,000.00";"";"-17,000.00";"";"1.00"
"2012-12-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2012-12-31";"Cash and Deposit";"";"To match Bank";"";"";"Imbalance-CAD";"T";"";"N";"-C$0.02";"";"-0.02";"";"";""
"";"";"";"";"";"";"Imbalance-CAD";"S";"";"N";"";"C$0.02";"";"0.02";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$0.02";"";"-0.02";"";"1.00";""
"2013-01-04";"Cash and Deposit";"324";"WSX";"";"";"Accounts Receivable";"T";"";"N";"C$11,121.00";"";"11,121.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$11,121.00";"";"11,121.00";"";"1.00";""
"";"";"";"";"";"Work Nov 5 to Nov 25";"Accounts Receivable";"S";"Invoice";"N";"";"-C$11,121.00";"";"-11,121.00";"";"1.00"
"2013-01-07";"Cash and Deposit";"7";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$1,198.20";"";"-1,198.20";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$1,198.20";"";"1,198.20";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,198.20";"";"-1,198.20";"";"1.00";""
"2013-01-09";"Cash and Deposit";"09";"PMT Employee11 29 Dec";"";"";"Accounts Payable";"T";"";"N";"-C$1,180.95";"";"-1,180.95";"";"";""
"";"";"";"";"";"Week ending Dec 22";"Accounts Payable";"S";"";"N";"";"C$1,180.95";"";"1,180.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,180.95";"";"-1,180.95";"";"1.00";""
"2013-01-17";"Cash and Deposit";"";"Gestion Immobiliere Quo Vadis";"";"";"Rent";"T";"";"N";"-C$2,069.55";"";"-2,069.55";"";"";""
"";"";"";"";"";"";"Rent";"S";"";"N";"";"C$2,069.55";"";"2,069.55";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,069.55";"";"-2,069.55";"";"1.00";""
"2013-01-18";"Cash and Deposit";"TVQ";"Retour de TVQ (moins penalite de 90$)";"";"";"Accounts Receivable";"T";"";"N";"C$1,080.92";"";"1,080.92";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$1,080.92";"";"1,080.92";"";"1.00";""
"";"";"";"";"";"TVQ de 2012-01 a 2012-06";"Accounts Receivable";"S";"";"N";"";"-C$1,080.92";"";"-1,080.92";"";"1.00"
"2013-01-18";"Cash and Deposit";"TPS";"Retour de TPS ";"";"";"Accounts Receivable";"T";"";"N";"C$577.70";"";"577.70";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$577.70";"";"577.70";"";"1.00";""
"";"";"";"";"";"Retour de TPS de 2012-01 a 2012-06";"Accounts Receivable";"S";"";"N";"";"-C$577.70";"";"-577.70";"";"1.00"
"2013-01-18";"Cash and Deposit";"325";"WSX";"";"";"Accounts Receivable";"T";"";"N";"C$18,973.00";"";"18,973.00";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$18,973.00";"";"18,973.00";"";"1.00";""
"";"";"";"";"";"Work Nov 5 to Nov 25";"Accounts Receivable";"S";"Invoice";"N";"";"-C$18,973.00";"";"-18,973.00";"";"1.00"
"2013-01-31";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
"";"";"";"";"";"";"Bank Service Charge";"S";"";"N";"";"C$4.95";"";"4.95";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4.95";"";"-4.95";"";"1.00";""
"2013-02-07";"Cash and Deposit";"TPS";"Paiment of TPS for 2012-09 to 2012-12";"";"";"Accounts Payable";"T";"";"N";"-C$2,219.14";"";"-2,219.14";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$2,219.14";"";"2,219.14";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$2,219.14";"";"-2,219.14";"";"1.00";""
"2013-02-07";"Cash and Deposit";"TVQ";"Paiment of TVQ for 2012-09 to 2012-12";"";"";"Accounts Payable";"T";"";"N";"-C$4,427.18";"";"-4,427.18";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$4,427.18";"";"4,427.18";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$4,427.18";"";"-4,427.18";"";"1.00";""
"2013-02-11";"Cash and Deposit";"11";"PMT Employee11 19 Jan";"";"";"Accounts Payable";"T";"";"N";"-C$619.02";"";"-619.02";"";"";""
"";"";"";"";"";"PMT 19 Janvier";"Accounts Payable";"S";"Payment";"N";"";"C$619.02";"";"619.02";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$619.02";"";"-619.02";"";"1.00";""
"2013-02-11";"Cash and Deposit";"13";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$1,195.77";"";"-1,195.77";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$1,195.77";"";"1,195.77";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,195.77";"";"-1,195.77";"";"1.00";""
"2013-02-11";"Cash and Deposit";"14";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$1,195.77";"";"-1,195.77";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$1,195.77";"";"1,195.77";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,195.77";"";"-1,195.77";"";"1.00";""
"2013-02-11";"Cash and Deposit";"15";"PMT Employee1 (Check)";"";"";"Employee1 Employee1";"T";"";"N";"-C$1,195.77";"";"-1,195.77";"";"";""
"";"";"";"";"";"";"Employee1 Employee1";"S";"";"N";"";"C$1,195.77";"";"1,195.77";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,195.77";"";"-1,195.77";"";"1.00";""
"2013-02-13";"Cash and Deposit";"12";"PMT Employee11 5 Jan";"";"";"Accounts Payable";"T";"";"N";"-C$586.82";"";"-586.82";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$586.82";"";"586.82";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$586.82";"";"-586.82";"";"1.00";""
"2013-02-14";"Cash and Deposit";"";"Fed Payroll taxes";"";"";"Payroll Tax Fed";"T";"";"N";"-C$472.58";"";"-472.58";"";"";""
"";"";"";"";"";"";"Payroll Tax Fed";"S";"";"N";"";"C$472.58";"";"472.58";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$472.58";"";"-472.58";"";"1.00";""
"2013-02-14";"Cash and Deposit";"";"Qc Payroll taxes";"";"";"Payroll Tax Qc";"T";"";"N";"-C$974.23";"";"-974.23";"";"";""
"";"";"";"";"";"";"Payroll Tax Qc";"S";"";"N";"";"C$974.23";"";"974.23";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$974.23";"";"-974.23";"";"1.00";""
"2013-02-14";"Cash and Deposit";"326";"WSX-326";"";"";"Accounts Receivable";"T";"";"N";"C$8,423.07";"";"8,423.07";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$8,423.07";"";"8,423.07";"";"1.00";""
"";"";"";"";"";"Work Dec 17 to Dec 31";"Accounts Receivable";"S";"Invoice";"N";"";"-C$8,423.07";"";"-8,423.07";"";"1.00"
"2013-02-15";"Cash and Deposit";"17";"PMT Theressa (check)";"";"";"Theressa Dering";"T";"";"N";"-C$1,028.21";"";"-1,028.21";"";"";""
"";"";"";"";"";"";"Theressa Dering";"S";"";"N";"";"C$1,028.21";"";"1,028.21";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,028.21";"";"-1,028.21";"";"1.00";""
"2013-02-19";"Cash and Deposit";"19";"PMT Employee1 16 Feb";"";"";"Accounts Payable";"T";"";"N";"-C$1,195.76";"";"-1,195.76";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$1,195.76";"";"1,195.76";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,195.76";"";"-1,195.76";"";"1.00";""
"2013-02-19";"Cash and Deposit";"21";"PMT Theressa 16 Feb";"";"";"Accounts Payable";"T";"";"N";"-C$1,302.64";"";"-1,302.64";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$1,302.64";"";"1,302.64";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$1,302.64";"";"-1,302.64";"";"1.00";""
"2013-02-19";"Cash and Deposit";"328";"RREMOVED";"";"";"Accounts Receivable";"T";"";"N";"C$1,437.19";"";"1,437.19";"";"";""
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"C$1,437.19";"";"1,437.19";"";"1.00";""
"";"";"";"";"";"Pho Flow";"Accounts Receivable";"S";"Invoice";"N";"";"-C$1,437.19";"";"-1,437.19";"";"1.00"
"2013-02-21";"Cash and Deposit";"16";"PMT Employee11 7 Feb";"";"";"Accounts Payable";"T";"";"N";"-C$693.36";"";"-693.36";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$693.36";"";"693.36";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$693.36";"";"-693.36";"";"1.00";""
"2013-02-21";"Cash and Deposit";"20";"PMT Employee11 16 Feb";"";"";"Accounts Payable";"T";"";"N";"-C$547.61";"";"-547.61";"";"";""
"";"";"";"";"";"";"Accounts Payable";"S";"";"N";"";"C$547.61";"";"547.61";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$547.61";"";"-547.61";"";"1.00";""
"2013-02-25";"Cash and Deposit";"18";"PMT Employee2 24Janvier";"";"";"Accounts Payable";"T";"";"N";"-C$146.10";"";"-146.10";"";"";""
"";"";"";"";"";"Work of January";"Accounts Payable";"S";"";"N";"";"C$146.10";"";"146.10";"";"1.00"
"";"";"";"";"";"";"Cash and Deposit";"S";"";"N";"-C$146.10";"";"-146.10";"";"1.00";""
"2013-02-28";"Cash and Deposit";"";"Bank Charge";"";"";"Bank Service Charge";"T";"";"N";"-C$4.95";"";"-4.95";"";"";""
